,id,name,common_name,sex_filter,category,seriousness
1258,s_2491,"Toothache, difficulty determining how many teeth hurt",Difficulty identifying how many teeth hurt,both,Signs and symptoms,normal
1259,s_267,"Toothache, difficulty determining which tooth hurts",Difficulty identifying which tooth hurts,both,Signs and symptoms,normal
1260,s_2438,"Toothache, dull",Dull toothache,both,Signs and symptoms,normal
1261,s_2450,"Toothache, lasting 48 hours or more",Toothache lasting 48 hours or more,both,Signs and symptoms,normal
1262,s_2456,"Toothache, lasting less than 48 hours",Toothache lasting less than 48 hours,both,Signs and symptoms,normal
1263,s_2429,"Toothache, mild",Mild toothache,both,Signs and symptoms,normal
1264,s_2428,"Toothache, moderate",Moderate toothache,both,Signs and symptoms,normal
1265,s_2441,"Toothache, multiple teeth",Pain in multiple teeth,both,Signs and symptoms,normal
1266,s_2442,"Toothache, one tooth",Pain in one tooth,both,Signs and symptoms,normal
1267,s_2449,"Toothache, persistent",Constant toothache,both,Signs and symptoms,normal
1268,s_2430,"Toothache, provoked",Provoked toothache,both,Signs and symptoms,normal
1269,s_2443,"Toothache, pulsating",Pulsating toothache,both,Signs and symptoms,normal
1270,s_2446,"Toothache, radiating",Spreading toothache,both,Signs and symptoms,normal
1271,s_2545,"Toothache, sensitivity to percussion",Pain associated with tapping a tooth,both,Signs and symptoms,normal
1272,s_233,"Toothache, severe",Severe toothache,both,Signs and symptoms,normal
1273,s_2440,"Toothache, sharp",Sharp toothache,both,Signs and symptoms,normal
1274,s_2431,"Toothache, spontaneous",Spontaneous toothache,both,Signs and symptoms,normal
1275,s_2433,"Toothache, transient",Transient toothache,both,Signs and symptoms,normal
1276,s_1100,Transverse furrow on the nose,Transverse furrow on the nose,both,Signs and symptoms,normal
1277,s_538,Tremors,Muscles trembling,both,Signs and symptoms,normal
1278,s_87,"Tremors, both hands",Trembling of both hands,both,Signs and symptoms,normal
1279,s_1421,"Tremors, flapping",Flapping tremors,both,Signs and symptoms,normal
1280,s_1264,"Tremors, intention",Intention tremors,both,Signs and symptoms,normal
1281,s_1454,"Tremors, kinetic",Trembling during movement,both,Signs and symptoms,normal
1282,s_86,"Tremors, one hand",Trembling hand,both,Signs and symptoms,normal
1283,s_1455,"Tremors, resting",Trembling at rest,both,Signs and symptoms,normal
1284,s_1765,"Tremors, stress-related",Trembling worsening under stress,both,Signs and symptoms,normal
1285,s_84,"Tremors, subsides after drinking alcohol",Trembling subsiding after alcohol,both,Signs and symptoms,normal
1286,s_590,"Tremors, tongue",Trembling of tongue,both,Signs and symptoms,normal
1287,s_2305,"Tremors, unspecified location",Unknown location of tremors,both,Signs and symptoms,normal
1288,s_1056,Trigeminal neuralgia,Trigeminal neuralgia,both,Signs and symptoms,normal
1289,s_256,Trismus,Lockjaw,both,Signs and symptoms,serious
1290,s_1262,Tromner's sign,Tromner's sign,both,Signs and symptoms,normal
1291,s_1074,Trophic changes,Trophic changes,both,Signs and symptoms,normal
1292,s_1076,Trophic ulcer,Trophic ulcer,both,Signs and symptoms,normal
1293,s_1078,"Trophic ulcer, plantar side of the foot",Trophic ulcer on the plantar side of the foot,both,Signs and symptoms,normal
1294,s_691,Trouble beginning urination,Trouble beginning urination,both,Signs and symptoms,normal
1295,s_866,Trousseau sign of latent tetany,Trousseau sign of latent tetany,both,Signs and symptoms,normal
1296,s_2163,Twisted neck,Twisted neck,both,Signs and symptoms,normal
1297,s_2119,"Ulcer, completely painless",Painless ulcer,both,Signs and symptoms,normal
1298,s_194,"Ulcer, nipple","Ulcer, nipple",female,Signs and symptoms,serious
1299,s_2208,"Ulcer, not healing within 6 weeks",Non-healing ulcers,both,Signs and symptoms,normal
1300,s_351,"Ulcer, sore, or abscess near the anus","Ulcer, sore, or abscess near the anus",both,Signs and symptoms,normal
1301,s_2241,Umbilical discharge,Belly button discharge,both,Signs and symptoms,serious
1302,s_243,Unhealthy weight loss practices,Using methods such as vomiting and starvation diets to lose weight,both,Signs and symptoms,normal
1303,s_668,Unilateral enophthalmos,One sunken eyeball,both,Signs and symptoms,serious
1304,s_1586,Unilateral vulval swelling,Labial swelling on one side,female,Signs and symptoms,serious
1305,s_2251,Unknown heart rate,Unknown pulse,both,Signs and symptoms,normal
1306,s_2068,Upper limb pallor,Pale arm,both,Signs and symptoms,serious
1307,s_510,Urethral discharge when pressing the penis,Discharge when pressing penis,male,Signs and symptoms,serious
1308,s_153,Urinary incontinence,Leaking urine by accident,both,Signs and symptoms,normal
1309,s_696,Urinary retention,Unable to urinate,both,Signs and symptoms,emergency
1310,s_690,Urinary urgency,Urgent need to urinate,both,Signs and symptoms,normal
1311,s_689,Urination in small amounts,Urination in small amounts,both,Signs and symptoms,normal
1312,s_183,"Urination while coughing, laughing, or during physical exertion","Urination while coughing, laughing, or during physical activity",both,Signs and symptoms,normal
1313,s_393,Urticaria,Hives,both,Signs and symptoms,normal
1314,s_2211,"Urticaria, lasting more than 6 weeks",Hives lasting more than 6 weeks,both,Signs and symptoms,normal
1315,s_791,"Urticaria, triggered by cold",Hives appearing after exposure to cold,both,Signs and symptoms,normal
1316,s_793,"Urticaria, triggered by heat",Hives appearing after exposure to heat,both,Signs and symptoms,normal
1317,s_790,"Urticaria, triggered by prolonged pressure on the skin",Hives appearing after exposure to prolonged pressure on the skin,both,Signs and symptoms,normal
1318,s_789,"Urticaria, triggered by scratching",Hives after scratching,both,Signs and symptoms,normal
1319,s_1287,Uvula deviation towards unaffected side,Uvula deviation towards unaffected side,both,Signs and symptoms,normal
1320,s_2338,"Vaginal discharge, grey",Grey vaginal discharge,female,Signs and symptoms,normal
1321,s_64,"Vaginal discharge, unpleasant odour",Vaginal discharge with unpleasant odour,female,Signs and symptoms,normal
1322,s_1569,"Vaginal discharge, white and clumpy",White and clumpy vaginal discharge,female,Signs and symptoms,normal
1323,s_1811,Vaginal dryness,Vaginal dryness,female,Signs and symptoms,normal
1324,s_2082,Vascular compromise,Limited blood supply past the injury site,both,Signs and symptoms,emergency
1325,s_1318,Vesicular exanthema of mouth or ear,Blisters around the mouth or ear,both,Signs and symptoms,normal
1326,s_824,Violating social norms after drinking alcohol,Violating social norms after drinking alcohol,both,Signs and symptoms,normal
1327,s_1792,Visible head lice on scalp or brush,Visible head lice on scalp or brush,both,Signs and symptoms,normal
1328,s_1034,Visual agnosia,Visual agnosia,both,Signs and symptoms,serious
1329,s_494,Visual field narrowing,Tunnel Vision,both,Signs and symptoms,normal
1330,s_1398,Vitreous hemorrhage,Vitreous hemorrhage,both,Signs and symptoms,serious
1331,s_305,Vomiting,Vomiting,both,Signs and symptoms,normal
1332,s_2057,"Vomiting, 7 days or more",Vomiting for a week or more,both,Signs and symptoms,serious
1333,s_1949,"Vomiting, every time after meal",Vomiting after every meal,both,Signs and symptoms,serious
1334,s_2056,"Vomiting, less than 7 days",Vomiting for less than a week,both,Signs and symptoms,normal
1335,s_1365,"Vomiting, more often in the morning",Vomiting more often in the morning,both,Signs and symptoms,normal
1336,s_801,"Vomiting, projectile",Projectile vomiting,both,Signs and symptoms,emergency
1337,s_1875,Vulvovaginal burning,Vulvovaginal burning,female,Signs and symptoms,normal
1338,s_630,Vulvovaginal itching,Vulvovaginal itching,female,Signs and symptoms,normal
1339,s_776,Waking up early,Waking up early,both,Signs and symptoms,normal
1340,s_1280,Weak or absent pharyngeal reflex,Weak or absent pharyngeal reflex,both,Signs and symptoms,normal
1341,s_1348,Weak peripheral pulses,Weak peripheral pulses,both,Signs and symptoms,normal
1342,s_735,Weak pulse in legs,Weak pulse in legs,both,Signs and symptoms,normal
1343,s_226,Weight gain,Weight gain,both,Signs and symptoms,normal
1344,s_285,Weight loss,Weight loss,both,Signs and symptoms,normal
1345,s_237,"Weight loss, without loss of appetite",Weight loss without loss of appetite,both,Signs and symptoms,normal
1346,s_1402,Weiss ring,Weiss ring,both,Signs and symptoms,normal
1347,s_1340,Westphal's sign,Westphal's sign,both,Signs and symptoms,normal
1348,s_2166,"Wheezing, acute",Sudden wheezing,both,Signs and symptoms,serious
1349,s_1562,"Wheezing, stridor",Stridor,both,Signs and symptoms,serious
1350,s_1788,White nail discolouration,White spots on nail,both,Signs and symptoms,normal
1351,s_1796,White patch on cornea,White spot on cornea,both,Signs and symptoms,serious
1352,s_1183,Winterbottom's sign,Winterbottom's sign,both,Signs and symptoms,normal
1353,s_1937,Worms in stool,Worms in stool or around anus,both,Signs and symptoms,normal
1354,s_1973,"Wound, active bleeding",Active wound bleeding,both,Signs and symptoms,normal
1355,s_2222,"Wound, lip",Wound on the lip,both,Signs and symptoms,normal
1356,s_342,Wrinkling or dimpling of skin on breast,Wrinkling or dimpling of skin on breast,female,Signs and symptoms,normal
1357,s_1910,Wrist drop,Dropping hand,both,Signs and symptoms,serious
1358,s_2344,Writing difficulties,Writing difficulties,both,Signs and symptoms,normal
1359,s_613,Xanthelasma,Yellowish deposits on eyelids,both,Signs and symptoms,normal
1360,s_1561,Xanthoma,Yellowish deposits under skin,both,Signs and symptoms,normal
1361,s_1789,Yellow nail discolouration,Yellow nails,both,Signs and symptoms,normal
1362,s_2519,Yellow or green coloured stool,Yellow or green stool,both,Signs and symptoms,normal
