id,name,common_name,sex_filter,category,seriousness
s_824,Violating social norms after drinking alcohol,Violating social norms after drinking alcohol,both,Signs and symptoms,normal
s_1792,Visible head lice on scalp or brush,Visible head lice on scalp or brush,both,Signs and symptoms,normal
s_1034,Visual agnosia,Visual agnosia,both,Signs and symptoms,serious
s_494,Visual field narrowing,Tunnel Vision,both,Signs and symptoms,normal
s_1398,Vitreous hemorrhage,Vitreous hemorrhage,both,Signs and symptoms,serious
s_305,Vomiting,Vomiting,both,Signs and symptoms,normal
s_2057,"Vomiting, 7 days or more",Vomiting for a week or more,both,Signs and symptoms,serious
s_1949,"Vomiting, every time after meal",Vomiting after every meal,both,Signs and symptoms,serious
s_2056,"Vomiting, less than 7 days",Vomiting for less than a week,both,Signs and symptoms,normal
s_1365,"Vomiting, more often in the morning",Vomiting more often in the morning,both,Signs and symptoms,normal
s_801,"Vomiting, projectile",Projectile vomiting,both,Signs and symptoms,emergency
s_1875,Vulvovaginal burning,Vulvovaginal burning,female,Signs and symptoms,normal
s_630,Vulvovaginal itching,Vulvovaginal itching,female,Signs and symptoms,normal
s_776,Waking up early,Waking up early,both,Signs and symptoms,normal
s_1280,Weak or absent pharyngeal reflex,Weak or absent pharyngeal reflex,both,Signs and symptoms,normal
s_1348,Weak peripheral pulses,Weak peripheral pulses,both,Signs and symptoms,normal
s_735,Weak pulse in legs,Weak pulse in legs,both,Signs and symptoms,normal
s_226,Weight gain,Weight gain,both,Signs and symptoms,normal
s_285,Weight loss,Weight loss,both,Signs and symptoms,normal
s_237,"Weight loss, without loss of appetite",Weight loss without loss of appetite,both,Signs and symptoms,normal
s_1402,Weiss ring,Weiss ring,both,Signs and symptoms,normal
s_1340,Westphal's sign,Westphal's sign,both,Signs and symptoms,normal
s_2166,"Wheezing, acute",Sudden wheezing,both,Signs and symptoms,serious
s_1562,"Wheezing, stridor",Stridor,both,Signs and symptoms,serious
s_1788,White nail discolouration,White spots on nail,both,Signs and symptoms,normal
s_1796,White patch on cornea,White spot on cornea,both,Signs and symptoms,serious
s_1183,Winterbottom's sign,Winterbottom's sign,both,Signs and symptoms,normal
s_1937,Worms in stool,Worms in stool or around anus,both,Signs and symptoms,normal
s_1973,"Wound, active bleeding",Active wound bleeding,both,Signs and symptoms,normal
s_2222,"Wound, lip",Wound on the lip,both,Signs and symptoms,normal
s_342,Wrinkling or dimpling of skin on breast,Wrinkling or dimpling of skin on breast,female,Signs and symptoms,normal
s_1910,Wrist drop,Dropping hand,both,Signs and symptoms,serious
s_2344,Writing difficulties,Writing difficulties,both,Signs and symptoms,normal
s_613,Xanthelasma,Yellowish deposits on eyelids,both,Signs and symptoms,normal
s_1561,Xanthoma,Yellowish deposits under skin,both,Signs and symptoms,normal
s_1789,Yellow nail discolouration,Yellow nails,both,Signs and symptoms,normal
s_2519,Yellow or green coloured stool,Yellow or green stool,both,Signs and symptoms,normal
